,body type,Kilometers driven,Transmission type,Number of owners,car model,Year of manufacture,price,Fuel Type,Insurance Validity,Seats,Engine,Mileage,Color,Turbo Charger,Super Charger,Steering Type,Top Speed,No of Doors,City
2745,8,34715,1,2,59,2019,593000.0,4,0,5,1199.0,19.5,14,0,0,4,140,4,1
2746,7,30197,0,1,122,2020,1725000.0,4,5,5,1451.0,13.96,138,3,0,4,170,5,1
2747,7,79089,1,2,73,2018,844999.9999999999,4,4,5,1591.0,13.0,138,0,0,4,170,5,1
2748,8,24035,1,2,228,2011,300000.0,4,0,5,1498.0,16.95,138,0,0,4,170,4,1
2749,2,39605,1,1,78,2020,735000.0,1,0,5,1186.0,26.2,86,3,0,1,170,5,1
2750,2,66992,0,1,184,2016,407000.0,4,0,5,998.0,20.51,9,0,0,4,152,5,1
2751,7,50000,0,1,206,2021,5900000.0,1,0,5,1950.0,19.26500376081233,138,3,0,4,215,5,1
2752,2,29973,1,1,160,2017,460000.0,4,5,5,998.0,21.63,9,0,0,4,170,5,1
2753,2,49791,1,1,238,2018,360000.0,4,5,5,799.0,25.17,57,0,0,4,135,5,1
2754,7,52609,0,1,122,2020,1650000.0,4,5,5,1451.0,13.96,138,3,0,4,170,5,1
2755,2,70000,1,1,66,2010,360000.0,4,0,5,1198.0,16.0,9,0,0,4,165,5,1
2756,7,23000,1,1,69,2018,700000.0,4,5,5,1199.0,17.5,14,0,0,1,164,5,1
2757,2,52172,1,1,154,2010,210000.0,4,5,5,796.0,19.7,116,0,0,4,137,5,1
2758,7,29041,1,1,73,2022,1825000.0,1,5,5,1493.0,19.26500376081233,110,3,0,4,170,5,1
2759,2,67022,0,1,226,2017,485000.0,4,5,5,1198.0,19.34,9,0,0,4,160,5,1
2760,8,9900,0,1,5,2021,9000000.0,4,0,5,2995.0,11.7,8,3,0,1,170,4,1
2761,8,103651,1,2,296,2016,513000.0,1,6,5,1498.0,21.66,138,3,0,4,170,4,1
2762,8,49682,0,1,59,2016,520000.0,4,5,5,1198.0,15.5,138,0,0,4,160,4,1
2763,7,31000,0,1,314,2018,4800000.0,1,0,5,1984.0,14.7,138,3,0,4,195,5,1
2764,2,53751,1,3,238,2018,305000.0,4,0,5,799.0,25.17,86,0,0,4,135,5,1
2765,2,111283,1,2,155,2015,238000.0,4,0,5,796.0,22.05,116,0,0,4,170,5,1
2766,7,63000,1,2,50,2013,540000.0,1,0,5,1498.0,22.7,138,3,0,4,182,5,1
2767,4,52509,1,1,38,2016,362000.0,4,0,7,1198.0,19.44,110,0,0,4,145,5,1
2768,2,69319,1,1,226,2017,460000.0,1,5,5,1461.0,23.08,138,3,0,4,160,5,1
2769,2,89191,1,1,160,2018,451000.0,4,0,5,998.0,25.24,116,0,0,1,170,5,1
2770,7,123152,1,1,133,2017,442000.0,1,0,6,1198.0,25.32,86,3,0,4,160,5,1
2771,8,65000,0,2,4,2013,1480000.0,1,0,5,1968.0,17.68,8,3,0,4,222,4,1
2772,8,116413,1,1,59,2014,430000.0,1,0,5,1498.0,25.8,116,3,0,4,170,4,1
2773,8,56000,0,1,4,2015,2290000.0,4,5,5,1798.0,15.26,138,3,0,4,233,4,1
2774,8,78000,0,1,4,2015,2090000.0,4,5,5,1798.0,15.26,138,3,0,4,233,4,1
2775,7,30000,0,1,208,2020,7500000.0,1,0,5,1950.0,19.26500376081233,9,3,0,4,225,5,1
2776,7,2000,0,1,193,2022,6450000.0,4,5,5,1991.0,19.26500376081233,138,3,0,1,250,5,1
2777,8,300,0,1,191,2022,5900000.0,4,0,5,1991.0,19.26500376081233,8,3,0,1,250,4,1
2778,7,11600,1,1,85,2022,950000.0,4,5,5,1197.0,19.26500376081233,110,0,0,4,170,5,1
2779,7,18377,1,1,122,2021,1750000.0,4,5,5,1451.0,15.81,8,3,0,4,170,5,1
2780,8,97000,0,2,63,2010,365000.0,4,0,5,1497.0,16.8,66,0,0,4,170,4,1
2781,2,75184,1,1,74,2015,287000.0,4,0,5,814.0,21.1,116,0,0,4,135,5,1
2782,8,49387,1,2,180,2014,437000.0,4,0,5,1197.0,22.41,116,0,0,1,170,4,1
2783,2,81000,1,1,89,2011,310000.0,4,0,5,1197.0,20.36,50,0,0,4,170,4,1
2784,2,80320,1,1,184,2010,287000.0,4,0,5,998.0,18.9,110,0,0,4,170,4,1
2785,8,8608,0,1,249,2021,1202000.0,4,6,5,999.0,16.24,138,3,0,4,170,4,1
2787,7,96892,1,3,229,2015,515000.00000000006,1,5,5,1461.0,19.01,110,3,0,4,165,5,1
2788,7,75000,1,1,236,2016,665000.0,1,0,5,1461.0,19.87,8,3,0,4,156,5,1
2789,2,61237,1,1,155,2016,279000.0,4,4,5,796.0,22.05,110,0,0,4,170,5,1
2790,7,32806,1,1,225,2021,766000.0,4,0,5,999.0,20.0,138,3,0,1,170,5,1
2791,2,52138,1,1,238,2019,380000.0,4,5,5,999.0,23.01,138,0,0,4,155,5,1
2792,8,37429,1,1,296,2016,520000.0,4,5,5,999.0,19.44,9,0,0,4,170,4,1
2793,2,78978,1,2,184,2010,260000.0,4,5,5,998.0,21.79,110,0,0,4,170,5,1
2794,7,100000,1,2,285,2012,1475000.0,1,0,7,2982.0,13.0,138,3,0,4,176,5,1
2795,7,96000,0,2,210,2014,1975000.0,1,5,5,2143.0,15.26,14,3,0,4,210,5,1
2796,7,69000,0,1,245,2018,2800000.0,1,0,7,1968.0,16.25,9,3,0,4,200,5,1
2797,2,52044,1,1,61,2015,450000.0,4,5,5,1198.0,19.4,138,0,0,4,164,5,1
2798,8,37000,0,1,1,2019,2425000.0,4,5,5,1395.0,19.2,9,3,0,4,222,4,1
2799,4,8541,1,1,243,2023,840000.0,4,5,7,999.0,20.0,14,0,0,1,170,5,1
2800,8,30000,0,2,249,2019,710000.0,4,0,5,1598.0,14.84,66,0,0,4,185,4,1
2801,2,44768,0,1,162,2018,459000.0,4,0,5,998.0,21.63,110,0,0,1,170,5,1
2802,7,27062,1,1,50,2020,769000.0,4,0,5,1496.0,15.9,138,0,0,1,170,5,1
2803,8,46973,1,1,86,2018,900000.0,4,5,5,1591.0,17.0,138,0,0,4,170,4,1
2804,8,22239,1,1,306,2022,1277000.0,4,4,5,999.0,19.4,138,3,0,1,170,4,1
2805,7,16455,1,1,265,2021,969000.0,4,0,5,1199.0,17.57,116,3,0,4,170,5,1
2806,8,20000,0,1,17,2021,6000000.0,1,0,5,1995.0,20.37,8,2,0,4,235,4,1
2807,2,5107,0,1,253,2022,942000.0,4,0,5,1199.0,18.5,116,0,0,1,123,5,1
2808,2,34000,1,1,78,2022,690000.0,4,5,5,1197.0,20.7,110,0,0,1,170,5,1
2809,7,88923,0,1,101,2018,1256000.0,4,0,5,1368.0,16.0,110,3,0,4,186,5,1
2810,2,94581,1,2,184,2013,288000.0,4,5,5,998.0,18.9,138,0,0,4,170,4,1
2811,7,71000,0,1,110,2017,3600000.0,1,0,7,2993.0,18.0,57,3,0,4,209,5,1
2812,2,30924,1,1,90,2021,950000.0,4,5,5,998.0,20.0,138,3,0,1,170,5,1
2813,2,58747,1,2,156,2011,222000.00000000003,4,5,5,998.0,20.92,84,0,0,4,170,5,1
2814,2,63697,1,1,154,2012,235000.0,4,5,5,796.0,19.7,110,0,0,4,137,5,1
2815,7,53000,1,1,69,2017,890000.0,1,5,5,1498.0,25.5,116,3,0,1,176,5,1
2816,7,43000,1,1,50,2016,660000.0,1,0,5,1498.0,21.7,9,3,0,1,170,5,1
2817,8,21000,0,1,279,2020,3900000.0,4,0,5,2487.0,19.16,116,0,0,4,200,4,1
2818,8,108513,1,2,59,2013,380000.0,1,0,5,1498.0,25.8,8,3,0,4,170,4,1
2819,8,91000,0,1,249,2015,675000.0,1,0,5,1498.0,21.66,138,3,0,4,186,4,1
2820,8,37000,0,1,117,2018,5000000.0,4,0,5,2487.0,22.37,138,3,0,4,170,4,1
2821,7,71721,1,1,69,2021,971000.0,1,0,5,1498.0,23.7,14,0,0,1,170,5,1
2822,2,39276,1,1,238,2019,352000.0,4,4,5,999.0,23.01,86,0,0,4,155,5,1
2823,8,35000,0,1,99,2014,2300000.0,1,0,5,1999.0,19.33,8,3,0,4,229,4,1
2824,7,85616,0,1,183,2019,866000.0,1,6,5,1248.0,24.3,116,3,0,4,172,5,1
2825,8,56380,1,1,282,2016,508000.0,4,5,5,1496.0,16.78,86,0,0,4,180,4,1
2826,2,83000,1,3,90,2009,260000.0,4,0,5,1197.0,18.5,8,0,0,4,170,5,1
2827,7,66211,1,1,183,2016,796000.0,1,0,5,1248.0,24.3,138,3,0,4,172,5,1
2828,8,37000,0,1,1,2019,2480000.0,4,5,5,1395.0,19.2,9,3,0,4,222,4,1
2829,2,60662,1,1,77,2016,434000.0,4,0,5,1197.0,18.9,86,0,0,4,165,5,1
2830,7,24140,0,1,269,2021,782000.0,4,0,5,1199.0,18.8,138,0,0,1,170,5,1
2831,8,56000,0,1,4,2015,2090000.0,4,5,5,1798.0,15.26,138,3,0,4,233,4,1
2832,7,47000,0,1,7,2017,2480000.0,4,5,5,1395.0,16.9,116,3,0,4,204,5,1
2833,7,54700,0,1,7,2016,1990000.0,1,5,5,1968.0,15.73,138,3,0,4,212,5,1
2834,2,27000,0,1,90,2021,1090000.0,4,5,5,998.0,20.28,57,3,0,1,170,5,1
2835,2,63000,1,2,27,2013,350000.0,1,5,5,936.0,25.44,138,0,0,4,170,5,1
2836,7,65000,0,1,20,2019,3375000.0,1,0,5,1995.0,20.68,9,3,0,4,219,5,1
2837,8,81000,0,4,4,2013,995000.0,1,5,5,2967.0,14.57,57,3,0,4,250,4,1
2838,7,94000,0,2,203,2014,2480000.0,1,5,7,2987.0,11.3,8,3,0,4,220,5,1
2839,4,11000,0,1,105,2022,1950000.0,4,0,7,1353.0,16.5,8,3,0,4,153,5,1
2840,8,12901,0,1,306,2022,1621000.0,4,0,5,999.0,18.12,138,3,0,1,170,4,1
2841,2,29708,0,1,37,2019,471000.0,4,5,5,1198.0,19.59,110,0,0,4,170,5,1
2842,7,22186,0,1,119,2021,1689999.9999999998,4,5,5,1498.0,14.85,116,0,0,1,170,5,1
2843,4,71413,1,1,38,2019,396000.0,4,0,7,1198.0,19.02,86,0,0,1,170,5,1
2844,2,50046,1,3,90,2011,301000.0,4,5,5,1197.0,17.0,116,0,0,4,170,5,1
2845,7,57600,0,1,107,2019,1490000.0,4,5,5,1353.0,16.2,138,3,0,4,170,5,1
2846,2,46116,1,2,37,2019,393000.0,4,0,5,1198.0,19.83,86,0,0,4,150,5,1
2847,7,11700,0,1,6,2020,2680000.0,4,5,5,1984.0,19.26500376081233,138,3,0,4,228,5,1
2848,7,24602,0,1,264,2021,1891000.0,1,4,6,1956.0,14.08,9,3,0,4,170,5,1
2849,2,81454,1,1,300,2018,555000.0,4,5,5,999.0,18.78,110,0,0,4,165,5,1
2850,8,6000,0,1,14,2022,6000000.0,4,0,5,1998.0,16.13,138,3,0,4,250,4,1
2851,7,37655,0,1,50,2019,990000.0,4,5,5,1497.0,14.8,9,0,0,4,171,4,1
2852,8,73000,0,2,3,2013,1390000.0,1,0,5,1968.0,17.11,8,3,0,4,222,4,1
2853,8,15100,1,1,305,2017,850000.0,4,5,5,1598.0,16.09,5,0,0,4,185,4,1
2854,7,70000,0,2,7,2016,2425000.0,1,0,5,1968.0,15.17,116,3,0,4,219,5,1
2855,7,75000,0,2,7,2016,2350000.0,1,0,5,1968.0,15.17,138,3,0,4,219,5,1
2856,7,15000,0,0,7,2022,4400000.0,4,5,5,1984.0,19.26500376081233,9,0,0,4,222,5,1
2857,7,23700,1,1,108,2020,1050000.0,4,5,5,998.0,18.2,57,3,0,1,170,5,1
2858,7,7087,1,0,239,2022,972000.0,4,5,5,999.0,20.5,116,3,0,1,170,5,1
2859,2,40000,1,1,78,2020,725000.0,4,0,5,1197.0,20.7,8,0,0,1,170,5,1
2860,2,58155,1,2,238,2016,316000.0,4,5,5,799.0,25.17,116,0,0,4,135,5,1
2861,7,30015,0,3,50,2020,860000.0,4,4,5,1497.0,14.8,138,0,0,4,171,4,1
2862,8,5239,0,1,72,2022,890000.0,4,5,5,1197.0,20.1,110,0,0,1,170,4,1
2863,2,62606,1,2,89,2011,251000.0,4,5,5,1197.0,20.36,116,0,0,4,170,4,1
2864,2,65287,1,1,273,2017,433000.0,4,4,5,1199.0,23.84,116,0,0,4,150,5,1
2865,8,12000,0,2,1,2019,3200000.0,1,0,5,1968.0,20.38,57,3,0,4,215,4,1
2866,8,50267,0,1,163,2018,715000.0,1,0,5,1248.0,28.09,116,3,0,4,170,4,1
2867,2,87277,0,1,156,2015,345000.0,4,5,5,998.0,23.95,116,0,0,4,145,5,1
2868,7,11323,1,1,178,2021,855000.0000000001,4,5,5,1462.0,18.55,138,0,0,4,170,5,1
2869,2,90487,0,1,160,2016,365000.0,4,0,5,998.0,26.0,86,0,0,1,170,5,1
2870,2,55405,1,1,188,2010,220000.00000000003,4,5,5,998.0,19.0,50,0,0,4,160,5,1
2871,8,15000,0,1,16,2022,6075000.0,1,0,5,1995.0,19.62,138,2,0,1,235,4,1
2872,7,31450,1,1,142,2017,890000.0,1,5,7,1493.0,18.49,110,3,0,4,156,5,1
2873,7,90000,0,1,7,2013,1350000.0,1,0,5,1968.0,15.73,138,3,0,4,212,5,1
2874,8,36000,0,2,197,2012,1220000.0,4,0,5,1991.0,14.74,138,3,0,4,235,4,1
2875,7,40000,0,2,7,2017,2400000.0,1,0,5,1968.0,15.73,116,3,0,4,212,5,1
2876,7,95000,0,1,62,2017,1650000.0,4,0,5,1997.0,13.7,110,0,0,4,190,5,1
2877,2,107280,1,2,90,2010,275000.0,4,2,5,1197.0,18.5,8,0,0,4,170,5,1
2878,7,45700,1,1,224,2019,1050000.0,1,5,5,1461.0,20.45,9,0,0,4,170,5,1
2879,2,74686,1,1,45,2013,295000.0,1,5,5,1248.0,20.3,110,3,0,4,170,5,1
2880,2,119004,1,1,160,2018,461000.00000000006,4,0,5,998.0,25.24,110,0,0,1,170,5,1
2881,7,117079,1,1,85,2019,719000.0,1,0,5,1396.0,23.7,86,0,0,4,170,5,1
2882,2,35000,1,1,66,2017,550000.0,4,0,5,1199.0,18.7,57,0,0,4,172,5,1
2883,2,76730,1,1,82,2012,287000.0,4,0,5,1086.0,17.92,110,0,0,4,170,5,1
2884,7,21123,1,1,85,2022,1035000.0,4,5,5,998.0,18.0,138,3,0,1,170,5,1
2885,8,98000,0,1,281,2014,875000.0,4,0,5,1798.0,14.28,138,0,0,4,200,4,1
2886,2,69684,1,1,273,2018,445000.0,4,5,5,1199.0,23.84,110,0,0,4,150,5,1
2887,7,16600,0,1,236,2020,1190000.0,4,5,5,1330.0,16.42,138,3,0,4,170,5,1
2888,8,90403,1,2,305,2016,540000.0,4,5,5,1598.0,16.09,116,0,0,4,185,4,1
2889,2,81009,1,3,300,2016,584000.0,1,0,5,1498.0,20.14,138,3,0,4,163,5,1
2890,7,16500,1,1,302,2021,1770000.0,4,0,5,1498.0,17.88,140,3,0,1,150,5,1
2891,2,84741,1,2,273,2017,430000.0,1,5,5,1047.0,27.28,110,3,0,4,150,5,1
2892,7,51122,1,1,143,2018,990000.0,1,5,9,2179.0,18.49,116,3,0,4,170,5,1
2893,8,60000,0,2,200,2016,2650000.0,1,0,5,2143.0,13.0,116,3,0,4,242,4,1
2894,2,96094,1,4,54,2010,120000.0,1,5,5,1399.0,20.0,56,3,0,4,170,5,1
2895,2,42891,0,1,179,2018,620000.0,4,5,5,1197.0,22.0,9,0,0,4,170,5,1
2896,7,59100,1,1,236,2018,890000.0,1,5,5,1461.0,19.87,84,3,0,4,156,5,1
2897,7,55913,0,1,265,2018,801000.0,4,2,5,1198.0,17.0,138,3,0,4,154,5,1
2898,7,65000,0,1,303,2017,2050000.0,1,0,5,1968.0,16.65,57,3,0,1,170,5,1
2899,8,60000,0,1,15,2019,3575000.0,1,0,5,1995.0,21.76,138,3,0,4,226,4,1
2900,7,10000,0,1,107,2022,1900000.0,1,5,5,1493.0,18.0,55,3,0,1,170,5,2
2901,7,57437,1,2,73,2016,762000.0,4,6,5,1591.0,15.29,138,0,0,4,165,5,2
2902,7,8000,0,1,206,2020,5600000.0,4,0,5,1991.0,12.74,57,0,0,4,217,5,2
2903,2,28151,1,2,179,2018,523000.00000000006,4,0,5,1197.0,22.38,116,0,0,1,170,5,2
2904,7,60000,1,1,73,2017,765000.0,4,5,5,1591.0,15.29,138,0,0,4,165,5,2
2905,7,20000,1,1,108,2021,894999.9999999999,4,0,5,1197.0,18.4,138,0,0,1,170,5,2
2906,8,42682,1,1,72,2021,708000.0,0,4,5,1197.0,28.0,138,0,0,1,170,4,2
2907,2,44653,1,1,300,2017,400000.0,4,0,5,1198.0,18.78,57,0,0,4,165,5,2
2908,2,7000,1,1,78,2022,725000.0,0,0,5,1197.0,19.26500376081233,138,0,0,1,170,4,2
2909,2,67823,1,1,157,2019,663000.0,4,5,5,1197.0,21.01,138,0,0,1,170,5,2
2910,2,50000,0,1,61,2014,390000.0,4,0,5,1198.0,16.5,116,0,0,4,185,5,2
2911,7,97055,1,1,224,2019,784000.0,1,0,5,1461.0,20.45,57,0,0,4,170,5,2
2912,8,114000,0,1,279,2017,2100000.0,4,0,5,2494.0,19.16,116,0,0,4,200,4,2
2913,7,24000,1,1,108,2022,1350000.0,1,6,5,1493.0,19.26500376081233,8,3,0,1,170,5,2
2914,8,30000,0,1,17,2016,2350000.0,1,5,5,1995.0,18.12,9,3,0,4,231,4,2
2915,2,6000,0,1,219,2023,4600000.0,2,0,4,0.0,19.26500376081233,57,0,0,4,170,5,2
2916,4,7000,1,1,290,2022,2250000.0,4,0,7,2694.0,8.0,138,0,0,4,170,5,2
2917,7,34000,0,1,121,2021,3500000.0,1,0,7,1996.0,12.4,8,2,0,4,170,5,2
2918,7,29000,0,1,20,2013,900000.0,1,5,5,1995.0,17.05,138,3,0,4,205,5,2
2919,7,38000,0,1,206,2020,5245000.0,4,0,5,1991.0,12.74,8,0,0,4,217,5,2
2920,7,150000,1,1,270,2013,350000.0,1,5,7,2179.0,14.0,86,3,0,4,170,5,2
2921,7,83329,1,1,85,2019,839000.0,1,0,5,1396.0,23.7,116,0,0,4,170,5,2
2922,2,43000,1,1,188,2008,120000.0,4,5,5,1061.0,18.2,68,0,0,4,130,5,2
2923,2,8000,1,1,78,2022,750000.0,4,5,5,1197.0,20.7,138,0,0,1,170,5,2
2924,7,11404,0,1,246,2021,1284000.0,4,0,5,999.0,17.2,110,3,0,1,170,5,2
2925,7,70000,1,2,73,2019,850000.0,4,5,5,1591.0,13.0,138,0,0,4,170,5,2
2926,2,23000,1,1,253,2023,869999.9999999999,1,0,5,1497.0,23.64,110,3,0,1,170,5,2
2927,2,19044,1,1,172,2022,634000.0,4,0,5,1197.0,20.89,9,0,0,1,170,5,2
2928,8,23500,0,1,19,2017,7500000.0,4,0,5,2998.0,12.5,9,3,0,4,250,4,2
2929,7,17367,1,1,73,2019,1250000.0,4,0,5,1591.0,15.8,138,0,0,4,170,5,2
2930,7,3800,1,1,107,2020,1325000.0,1,5,5,1493.0,20.8,57,3,0,1,170,5,2
2931,8,45000,0,1,15,2017,3215000.0,4,0,5,1998.0,15.34,138,3,0,4,250,4,2
2932,2,43124,0,2,77,2014,421000.0,4,0,5,1197.0,18.9,110,0,0,4,163,5,2
2933,7,20000,1,1,147,2020,1300000.0,1,5,7,2179.0,15.1,86,3,0,4,170,5,2
2934,7,60000,0,1,73,2017,1000000.0,1,5,5,1582.0,17.01,8,3,0,4,190,5,2
2935,2,36000,1,1,157,2018,600000.0,4,4,5,1197.0,21.01,57,0,0,1,170,5,2
2936,2,44559,0,1,77,2015,495000.0,4,5,5,1197.0,18.9,116,0,0,4,163,5,2
2937,7,10000,1,1,123,2022,2050000.0,4,5,6,1451.0,14.025,86,3,0,4,170,5,2
2938,2,37587,1,1,253,2021,627000.0,4,0,5,1199.0,19.33,57,0,0,1,170,5,2
2939,8,90000,1,1,59,2016,340000.0,4,5,5,1198.0,17.8,138,0,0,4,160,4,2
2940,2,73786,1,1,89,2010,190000.0,4,0,5,1197.0,20.36,57,0,0,4,170,4,2
2941,8,50000,0,1,281,2009,300000.0,4,5,5,1794.0,14.53,116,0,0,4,205,4,2
2942,2,22000,1,1,179,2018,575000.0,4,5,5,1197.0,21.21,57,0,0,1,170,5,2
2943,2,38103,0,1,157,2019,743000.0,4,0,5,1197.0,19.56,9,0,0,1,170,5,2
2944,2,15000,1,1,172,2022,645000.0,4,5,5,1197.0,20.89,138,0,0,1,170,5,2
2945,4,69000,0,1,290,2018,1700000.0,1,0,7,2755.0,11.36,14,3,0,4,170,5,2
2946,2,48327,1,2,77,2013,359000.0,4,0,5,1197.0,18.9,84,0,0,4,165,5,2
2947,2,40000,1,1,188,2008,120000.0,4,5,5,1061.0,18.2,86,0,0,4,130,5,2
2948,7,38967,1,1,107,2020,1121000.0,4,5,5,1353.0,16.5,57,3,0,1,170,5,2
2949,7,50000,1,1,107,2020,1375000.0,1,0,5,1493.0,20.8,138,3,0,1,170,5,2
2950,2,33000,1,1,157,2016,525000.0,4,0,5,1197.0,21.01,57,0,0,1,170,5,2
2951,8,70000,1,1,282,2014,375000.0,4,0,5,1496.0,16.78,138,0,0,4,170,4,2
2952,2,120000,1,3,184,2006,90000.0,4,5,5,998.0,18.9,86,0,0,4,170,4,2
2953,7,72000,0,1,95,2018,1698999.9999999998,1,0,7,2999.0,13.8,138,3,0,4,170,5,2
2954,7,58511,1,1,73,2017,894999.9999999999,4,0,5,1591.0,15.29,116,0,0,4,165,5,2
2955,8,60000,1,1,180,2014,410000.0,1,5,5,1248.0,23.4,55,3,0,4,170,4,2
2956,7,40000,1,3,138,2019,1250000.0,1,5,7,2179.0,16.36,138,3,0,4,163,5,2
2957,2,43500,1,1,179,2019,525000.0,4,0,5,1197.0,22.0,9,0,0,4,170,5,2
2958,8,68192,1,1,180,2019,625000.0,4,0,5,1298.0,17.5,57,0,0,4,170,4,2
2959,7,100000,1,3,147,2017,850000.0,1,5,7,1997.0,16.0,86,3,0,4,185,5,2
2960,2,74872,1,1,66,2015,340000.0,1,0,5,1498.0,27.3,0,3,0,4,172,5,2
2961,4,47000,1,1,290,2019,1750000.0,1,0,7,2393.0,12.0,57,3,0,4,170,5,2
2962,7,9000,1,1,159,2022,1295000.0,4,4,5,1462.0,19.89,14,0,0,1,170,5,2
2963,2,31000,1,1,300,2019,699000.0,4,0,5,999.0,18.78,138,0,0,4,170,5,2
2964,2,33709,1,2,273,2018,399000.0,4,0,5,1199.0,23.84,86,0,0,4,150,5,2
2965,2,123617,1,1,172,2018,387000.0,4,0,5,1197.0,20.89,116,0,0,1,170,5,2
2966,8,31000,0,1,4,2015,1475000.0,1,0,5,1968.0,17.68,138,3,0,4,222,4,2
2967,2,45000,1,1,81,2019,485000.0,0,5,5,1086.0,30.48,57,0,0,4,170,5,2
2968,2,82000,1,1,184,2014,295000.0,0,5,5,998.0,33.54,138,0,0,4,152,5,2
2969,2,36400,0,1,160,2015,425000.0,4,0,5,998.0,23.1,110,0,0,4,150,5,2
2970,8,75000,0,2,211,2017,7125000.0,1,0,5,2925.0,13.5,9,3,0,4,250,4,2
2971,2,69000,1,1,61,2013,250000.0,4,5,5,1198.0,19.4,57,0,0,4,164,5,2
2972,8,110000,1,1,43,2015,350000.0,1,5,5,1248.0,20.4,116,3,0,4,165,4,2
2973,7,62500,0,1,229,2016,645000.0,1,0,5,1461.0,19.61,57,3,0,4,168,5,2
2974,2,20000,1,1,238,2021,460000.0,4,5,5,799.0,22.25,138,0,0,1,170,5,2
2975,8,70307,1,2,63,2014,458000.0,4,6,5,1497.0,17.4,86,0,0,4,195,4,2
2976,7,50000,0,1,9,2015,1800000.0,1,5,5,1968.0,14.16,138,3,0,4,200,5,2
2977,2,30000,1,1,172,2020,580000.0,4,5,5,1197.0,20.89,138,0,0,1,170,5,2
2978,7,65000,0,1,23,2017,4200000.0,1,0,5,2993.0,15.97,138,3,0,4,230,5,2
2979,2,4108,1,2,172,2022,517000.0,4,4,5,1197.0,20.89,116,0,0,1,170,5,2
2980,2,40000,1,1,90,2020,750000.0,4,0,5,1197.0,18.6,138,0,0,4,170,5,2
2981,2,91926,1,1,89,2012,213000.0,4,0,5,1197.0,20.36,86,0,0,4,170,4,2
2982,8,40000,0,1,200,2014,1450000.0,1,5,5,2143.0,13.0,116,3,0,4,242,4,2
2983,4,40000,1,1,165,2021,1100000.0,0,5,7,1462.0,26.08,86,0,0,4,170,5,2
2984,2,60000,1,1,157,2019,611000.0,4,5,5,1197.0,21.4,86,0,0,4,180,5,2
2985,2,23200,1,1,287,2021,745000.0,4,5,5,1197.0,21.01,116,0,0,1,170,5,2
2986,7,36000,0,1,107,2021,1851000.0,1,0,5,1493.0,18.0,8,3,0,1,170,5,2
2987,2,50000,1,1,77,2015,415000.00000000006,4,0,5,1197.0,18.9,57,0,0,4,165,5,2
2988,7,39000,1,1,101,2017,1075000.0,1,0,5,1956.0,17.1,116,3,0,4,170,5,2
2989,2,55000,0,1,157,2016,550000.0,4,0,5,1197.0,21.4,116,0,0,4,180,5,2
2990,2,55000,1,1,253,2020,540000.0,4,0,5,1199.0,19.33,138,0,0,1,170,5,2
2991,4,24777,1,1,243,2019,540000.0,4,4,7,999.0,20.0,140,0,0,1,170,5,2
2992,7,50000,1,1,183,2016,575000.0,1,5,5,1248.0,24.3,86,3,0,4,172,5,2
2993,7,15000,0,1,104,2021,6200000.0,4,0,5,1998.0,12.1,8,3,0,4,170,5,2
2994,8,50854,1,2,180,2012,286000.0,4,0,5,1197.0,22.41,86,0,0,1,170,4,2
2995,8,134000,0,1,4,2014,890000.0,1,5,5,1968.0,17.68,138,3,0,4,222,4,2
2996,7,33000,0,1,121,2021,3449000.0,1,0,7,1996.0,12.4,8,2,0,4,170,5,2
2997,8,34000,0,1,75,2019,1280000.0,4,0,5,1999.0,14.62,9,0,0,4,210,4,2
2998,8,52515,1,1,180,2014,356000.0,4,0,5,1197.0,22.41,116,0,0,1,170,4,2
2999,4,45000,1,1,290,2020,1950000.0,4,0,7,2694.0,8.0,138,0,0,4,170,5,2
3000,8,59000,0,1,4,2015,2090000.0,1,5,5,1968.0,18.53,138,3,0,4,232,4,2
3001,8,29582,1,2,43,2009,115000.0,4,2,5,1368.0,16.0,110,3,0,4,165,4,2
3002,7,10000,1,1,140,2023,1500000.0,4,5,7,1997.0,19.26500376081233,138,3,0,1,170,5,2
3003,8,41000,0,1,281,2017,1190000.0,4,5,5,1798.0,14.28,138,0,0,4,200,4,2
3004,2,57806,1,2,238,2017,295000.0,4,0,5,799.0,25.17,116,0,0,4,135,5,2
3005,8,20000,0,1,63,2019,1000000.0,4,5,5,1497.0,18.0,51,0,0,4,195,4,2
3006,2,66227,1,1,39,2018,213000.0,4,6,5,799.0,22.7,116,0,0,4,170,5,2
3007,2,100000,1,3,89,2010,135000.0,4,5,5,1086.0,19.81,86,0,0,4,165,5,2
3008,2,43220,0,2,273,2019,595000.0,4,0,5,1199.0,23.84,57,0,0,4,150,5,2
3009,8,100000,1,1,87,2015,300000.0,4,5,5,1197.0,18.0,86,0,0,4,172,4,2
3010,2,13500,1,2,238,2018,425000.0,4,0,5,999.0,23.01,110,0,0,4,155,5,2
3011,8,60000,1,2,275,2016,330000.0,4,5,5,1199.0,23.84,86,0,0,4,170,4,2
3012,2,43929,1,1,157,2016,478000.0,4,5,5,1197.0,21.4,138,0,0,4,180,5,2
3013,2,70000,1,1,184,2017,450000.0,4,5,5,998.0,20.51,86,0,0,4,152,5,2
3014,7,70000,1,2,147,2018,900000.0,1,5,7,2179.0,15.1,86,3,0,4,170,5,2
